comment_id,operation,scope,remove_code,add_code,labeler_id,label_time,problem,message
9058f073_c0ac94b1,replace,1,static array,return,11,7/18/2019 3:29,NULL,"Why make this static as well as an array? Just return "";"
9058f073_d183c490,replace,1,existing field names,uint8_t lpss_s0ix_enable,11,7/18/2019 3:35,NULL,"Previous comments apply.

uint8_t lpss_s0ix_enable; would be a good name that also similarly follows the existing field names."
9058f073_d9092654,replace,1,merged commit,separate commit,10,7/19/2019 6:24,NULL,Could be a separate commit. Then it can already be accepted and merged.
9058f073_ddf0fb72,replace,1,bus_speed,indicate units,7,7/16/2019 17:18,NULL,bus_speed in what units? Looks like Hz. It would be helpful to indicate units here.
905e302d_876b068c,insert,3,NULL,character,9,7/24/2019 20:21,NULL,receive*d*?
905e302d_8794261a,replace,1,hiting,spelling,9,7/18/2019 7:29,NULL,hit*ting*?
905e302d_c79a1e48,replace,1,return,spelling,7,7/16/2019 19:15,NULL,"return*s*

succeeded"
906c70f5_bae96d15,insert,3,NULL,space,11,7/19/2019 9:40,NULL,Space before `/*`.
906c70f5_da09c153,replace,1,namespace issues,AMD_BETTONG_FCHEC,11,7/23/2019 10:04,NULL,To avoid namespace issues use `AMD_BETTONG_FCHEC`? Or will there never be an issue?
9088d2f6_bc533965,delete,2,four,NULL,11,7/19/2019 4:57,NULL,Mind fixing endianess too?
90939015_45895e02,delete,2,extra copies,NULL,10,7/19/2019 7:11,NULL,Why not just move these in pnp.h and remove the extra copies?
90939015_6e6b1fe4,insert,3,NULL,character,10,7/18/2019 8:50,NULL,succes*s*
90939015_8223dc18,not_enough,0,NULL,NULL,7,7/16/2019 19:49,NULL,I did not check if changing the value of `cmp_cap` has any effects in the code below.
90939015_a52b8aec,insert,3,NULL,macro,10,7/19/2019 7:18,NULL,"I'm thinking we should add a macro for the total size needed. Or add an inline here:

static inline size_t cbmem_overhead_size(void)
{
   return 2 * CBMEM_ROOT_MIN_SIZE;
}

We can add that in a follow on patch, but I'd be OK putting such a thing in this one too. We know it'll be needed."
90b470e2_4057c41b,replace,1,multi-line comment,correct style,11,7/17/2019 8:07,NULL,use correct style for multi-line comment
90b470e2_7de54fb2,insert,3,NULL,relative pad number,7,7/18/2019 19:12,NULL,Why aren't you using the relative pad number directly? The ASL code is doing the division and multiplication for calculating the HOSTSW register itself. By using scdh which is host sw register relative would make that calculation incorrect? Not to mention the calculation of the DW0 register.
90b470e2_8689f405,insert,3,NULL,dummy duplicate device names,9,7/18/2019 8:37,NULL,But don't you want to know if spi_acpi_get_bus() works? This call was actually checking that. If config->name isn't set we'll calling that function and creating dummy duplicate device names.
90b470e2_dd881b47,insert,3,NULL,parens,11,7/15/2019 8:23,NULL,"(bar) + (bus) * 4 * KiB

Keep your macro parameters in parens"
90b470e2_fd8a3f23,replace,1,sort of ordering,EARLY_GSPI_BASE_ADDRESS,8,7/17/2019 16:37,NULL,Maybe move EARLY_GSPI_BASE_ADDRESS here to form some sort of ordering?
90e1d0b5_24b9be50,insert,3,NULL,new condition,11,7/17/2019 8:09,NULL,"User calls rdev_mmap, with us as a parameter, that redirects to here, which then calls rdev_mmap with access_dev as a parameter.

rdev_mmap -> xlate_mmap -> rdev_mmap -> acces_dev.mmap

Doesn't it make more sense to call access_dev.mmap here directly? What am I missing here?"
90e1d0b5_35f578e5,delete,2,BIOS_RESET_CPL,NULL,9,7/18/2019 6:48,NULL,remove and continue with *as*.
90e1d0b5_427b9763,delete,2,clock speed,NULL,8,7/18/2019 18:13,NULL,What does this have to do with limiting the clock speed?
90e1d0b5_43516623,replace,1,this line too,commit 551cff08d540ced6817cfe230750a311d573c209,11,7/17/2019 3:57,NULL,And this line too in commit 551cff08d540ced6817cfe230750a311d573c209.
90e1d0b5_51f5a7e3,replace,1,global namespace,sb700_aux_smbus,10,7/19/2019 7:28,NULL,"It's not too pretty to put this in the global namespace.. Is there another way? If not, then maybe at least call it sb700_aux_smbus or such?"
90e1d0b5_81473c97,delete,2,point,NULL,10,7/19/2019 8:00,NULL,"are, point?"
90e1d0b5_81797cf3,replace,1,funky endian,host native,7,7/18/2019 19:31,NULL,"encoded in little, big, network, host, or funky endian? (I assume host native, but may be best to spell out)"
90e1d0b5_84518a26,delete,2,lines.,NULL,10,7/19/2019 7:46,NULL,That’s not needed as far as I can see.
90e1d0b5_b6ae3c29,insert,3,NULL,ms,7,7/24/2019 20:18,NULL,ms
90e1d0b5_c14d44bb,insert,3,NULL,ur,10,7/19/2019 7:31,NULL,nit: ur
90e1d0b5_d1f0b772,replace,1,tab,Spaces,9,7/18/2019 8:25,NULL,Spaces instead of tab
91e1d7c1_15039138,not_enough,0,NULL,NULL,10,7/16/2019 6:00,NULL,This isn't used anymore...
91ea3bdf_8862040e,delete,2,if (!invalid),NULL,10,7/7/2019 8:02,NULL,The len - 1 is an error. It should just be i < len. You can then remove the if (!invalid)
9203e302_2f0395d7,not_enough,0,NULL,NULL,7,7/15/2019 17:51,NULL,why is this being passed by value?
924c2b0e_9ce44859,replace,1,move,next line,11,7/14/2019 14:38,NULL,please move this to next line.
928b4438_2ea07b72,delete,2,parens,NULL,7,7/18/2019 19:24,NULL,outside parents not needed
92e78d8b_bc7753b6,insert,3,NULL,"car_set_var(sdhci_init_done, true);",7,7/16/2019 17:49,NULL,"car_set_var(sdhci_init_done, true);"
9325871d_2555d0b2,insert,3,NULL,check,7,7/15/2019 19:39,NULL,Should there be a check here so this is only written if there is some non-zero data to write?
93522acb_31118209,delete,2,every default,NULL,7,7/18/2019 8:50,NULL,Is it worth assigning every default?
937d2e4e_c9235800,not_enough,0,NULL,NULL,7,7/16/2019 19:22,NULL,"side note: this is 10 (officially 6, IIRC) on Sunrise Point PCH
(including Skylake-U and Kaby Lake-U), 16 on Lewisburg PCH and,
IIRC, 16 on Apollo Lake too"
939ef5aa_368f0850,replace,1,curlies,if,11,7/15/2019 7:52,NULL,curlies on same line as if
941439ec_519b7daa,delete,2,outer parens,NULL,9,7/16/2019 15:30,NULL,"outer parens not needed.

just do if/else ?"
9488fce0_24403de8,delete,2,#ifs,NULL,11,7/17/2019 15:04,NULL,no #ifs please
948fbbc5_e9d21c64,replace,1,misspelled,address,7,7/12/2019 9:50,NULL,adress' may be misspelled - perhaps 'address'?
949b942c_fd79cd16,insert,3,NULL,restored,8,7/20/2019 10:58,NULL,restored
95679583_bad8f831,replace,1,pritnk,fsp_dsiaply_fvi_version_hob(),10,7/15/2019 16:37,NULL,This doesn't need to be guarded anymore. I suggest you remove the pritnk below as well and incorporate it into the fsp_dsiaply_fvi_version_hob().
95a0df24_af4197f7,insert,3,NULL,single line,11,7/15/2019 3:09,NULL,that's a strange printk. Use a single line ?
95e743cf_c2cdd81a,not_enough,0,NULL,NULL,10,7/15/2019 9:52,NULL,called where?
960bc9cf_70bf22e3,delete,2,Not needed,NULL,10,7/16/2019 6:40,NULL,Not needed until the transition I suppose?
96292152_a3006833,insert,3,NULL,prog_entry(&bl31);,11,7/17/2019 15:14,NULL,prog_entry(&bl31);
96a2ba9e_3ccbbaa5,replace,1,surrounding examples,mention 0xfed80800,11,7/18/2019 3:44,NULL,Why not make this comment match the surrounding examples and mention 0xfed80800?
96e6bfea_3ac654e5,replace,1,specific CPU models,SandyBridge vs IvyBridge,10,7/16/2019 6:17,NULL,"a user can install any other available SandyBridge CPU, so it's not about specific CPU models but about SandyBridge vs IvyBridge. 

and as i understand, 100C is critical temperature for all these mobile SandyBridge CPUs"
9739e7fe_1995fa74,insert,3,NULL,car_get_var(sdhci_init_done),8,7/18/2019 17:18,NULL,use car_get_var(sdhci_init_done)
97805648_94d15697,replace,1,#if,C if (),7,7/18/2019 17:32,NULL,"Please never use preprocessor #if where a C if () would also work. Also, this whole thing should probably be written like this instead:

 if (vb2_wd)
   return vb2_wd;

 if (cbmem_possibly_online())
   vb2_wd = cbmem_find(CBMEM_ID_VBOOT_WORKBUF);

 if (!vb2_wd)
   vb2_wb = (...)_vboot2_work;

 return vb2_wb;

(That way, it also does the right thing in early romstage before CBMEM has been initialized, which may be relevant if CBFS accesses happen at that time and run the vboot locator.)"
97c48f42_8261335a,replace,1,core,node,10,7/19/2019 6:39,NULL,"nit: I would use a term like core here.  node"" is the right term for a processor in a multi-socket system"
9830a7f6_171a8319,insert,3,NULL,multi-line comment style,10,7/18/2019 9:21,NULL,"Please use the official multi-line comment style.

```
/*
 * […]
```"
98a49788_8a6025e0,not_enough,0,NULL,NULL,7,7/15/2019 17:50,NULL,"In Rev1.3 it's > 9, as 10 is RFU.
Which Rev do you have?
We should mention it somewhere at the top..."
9939084a_24cb18c5,replace,1,else,curly,11,7/18/2019 4:27,NULL,else on same line as curly
99467bf5_c645b7b1,replace,1,version of schematics,NC,10,7/19/2019 9:17,NULL,I see this as NC in my version of schematics.
99d21b2d_18466b84,not_enough,0,NULL,NULL,8,7/17/2019 16:28,NULL,What is this?
9a071695_161fcf72,delete,2,struct device *parent = dev->bus->dev,NULL,11,7/15/2019 4:34,NULL,So do you need dev->bus->dev->device or dev->device which is used in the upper case?
9a3b7099_4f0f8b27,insert,3,NULL,space,11,7/18/2019 4:47,NULL,space required after that close brace '}'
9a3c6dbe_b1d4a2c8,insert,3,NULL,const void *,7,7/12/2019 10:36,NULL,`const void *` to make that clear (unless the compiler won't let us)
9a41bdd9_058d1631,replace,1,hardcoded,rom size,10,7/15/2019 9:20,NULL,hardcoded rom size
9a41bdd9_6213b85d,delete,2,commented out values,NULL,9,7/24/2019 20:29,NULL,why do all these commented out values remain? do you intend to remove them once it works?
9a41bdd9_7facafed,delete,2,third person style,NULL,11,7/15/2019 8:34,NULL,All other comments seem to use indicative(?) and not “third person style”. So the »s« should be removed.
9a41bdd9_85ada633,delete,2,no-op hexdump() function,NULL,11,7/24/2019 15:10,NULL,"Do not build a no-op hexdump() function at all for __ROMCC__. Or better yet, make it work with __ROMCC__."
9a41bdd9_aea44708,replace,1,/ 1024,bytes,7,7/12/2019 13:03,NULL,This is in bytes as I think you noted in irc. So the / 1024 is not correct.
9a41bdd9_f3031875,insert,3,NULL,s/sandybridge/nehalem,10,7/15/2019 9:33,NULL,s/sandybridge/nehalem
9a68dd71_0db9d52e,replace,1,hard coding the function name,__func__,11,7/18/2019 2:45,NULL,"Use __func__ [1] instead of hard coding the function name. It’s useful should the function name ever be changed or the code copied around.

[1] https://gcc.gnu.org/onlinedocs/gcc/Function-Names.html"
9a68dd71_2452ab14,insert,3,NULL,has,11,7/15/2019 4:40,NULL,entry has
9a68dd71_30f98e4e,delete,2,CamelCase,NULL,10,7/18/2019 8:56,NULL,"*' next to struct name not type. Also, you don't need to use CamelCaseJustBecauseTheCodeWhereItSUsedUsesIt.

 see_what_i_mean ? yes : no;"
9a68dd71_3fd86d53,delete,2,IS_ENABLED(CONFIG_COLLECT_TIMESTAMPS,NULL,11,7/15/2019 7:40,NULL,If you provide an empty timestamp_get() in timestamp.h none of this code needs to be conditionalized on CONFIG_COLLECT_TIMESTAMPS.
9a68dd71_5c068f21,replace,1,represeting,spelling,7,7/18/2019 17:53,NULL,represe*n*ting
9a68dd71_5c49afcf,replace,1,lnc,Google Inc,8,7/16/2019 17:46,NULL,I thought Google Inc. has been used for some time.
9a68dd71_5f5206df,delete,2,code,NULL,7,7/12/2019 11:55,NULL,Not needed with the code bellow
9a68dd71_6102da40,replace,1,predicate,&& (i) loop body,10,7/16/2019 6:48,NULL,this && (i) looks like it's part of the loop body instead  of the predicate.
9a68dd71_891db011,insert,3,NULL,Spaces,9,7/21/2019 19:18,NULL,Spaces around + in `l + 1`.
9a68dd71_995e5944,delete,2,Ditto,NULL,10,7/12/2019 10:01,NULL,Ditto.
9a68dd71_9a372ce3,replace,1,double casts,res2mmio(),10,7/19/2019 6:37,NULL,Use res2mmio() instead - that's the helper I created to avoid double casts.
9a68dd71_a90e74e3,replace,1,6,ARRAY_SIZE(base_adr)?,9,7/18/2019 7:13,NULL,ARRAY_SIZE(base_adr)?
9a68dd71_ca2ba332,delete,2,#if IS_ENABLED(CONFIG_NORTHBRIDGE_AMD_PI_00730F01),NULL,11,7/19/2019 12:24,NULL,"These simply do not belong under cpu/ at all. They were moved here to maintain the order of events as get_bus_conf.c was cleaned from redundant and unused variables, and ultimately the file was removed.

At least the NoSnoop part is in open-source 16kb too. I have asked on some review why it would not be needed for 15tn too. And why it is not done on S3 resume."
9a68dd71_ca9ac3c5,replace,1,callback,mainboard_get_mac_addr(),10,7/16/2019 6:15,NULL,"should be mainboard_get_mac_addr(), since it's a mainboard callback."
9a68dd71_cd817d4f,insert,3,NULL,Spaces,9,7/21/2019 18:59,NULL,Spaces around `=` and `<`.
9a68dd71_e2aa3e85,replace,1,boot state machine,more descriptive,11,7/15/2019 4:21,NULL,"Shouldn't this be more descriptive about what's going on? This is not a failure of the boot state machine, but of the loader.

E.g. Couldn't load payload"" ? ;)"""
9a68dd71_e9730cb3,insert,3,NULL,tabs,10,7/19/2019 7:26,NULL,Use tabs for alignment?
9a68dd71_f93f55d4,delete,2,in/if/,NULL,10,7/18/2019 9:15,NULL,s/if in/if/ ?
9ad295de_9a2cf816,insert,3,NULL,identifier name,11,7/18/2019 2:36,NULL,function definition argument 'uintptr_t' should also have an identifier name
9b383610_c075b81e,delete,2,characters,NULL,10,7/12/2019 11:12,NULL,Drop these?
9c216741_80881c54,replace,1,reflect,lost power in s0,7,7/15/2019 19:55,NULL,Do you agree that this name doesn't really reflect that it's power on only if lost power in s0 ? vs always lost power in s0?
9c694292_7aa66083,insert,3,NULL,comment,11,7/24/2019 15:21,NULL,Can you please add a comment here indicating that GPP_C21 is used for H1 interrupt.
9cb2cafd_a847231e,insert,3,NULL,define,9,7/24/2019 17:37,NULL,define on mainboard level
9cc6c943_f854af48,replace,1,multi-line comment style,agreed-upon concise,8,7/17/2019 15:38,NULL,"Please find the agreed-upon concise multi-line comment style below.

```
/* Access …
   function …
   … interface. */
```"
9cd4a660_8b9e4b99,replace,1,uintptr,uintptr_t,10,7/12/2019 15:07,NULL,these should be uintptr_t
9d137a0b_8c5bced8,delete,2,Line,NULL,11,7/14/2019 14:02,NULL,Line too long?
9d528f30_845f197f,not_enough,0,NULL,NULL,8,7/18/2019 12:16,NULL,NUL
9d966887_b767bb11,insert,3,NULL,%s...,11,7/19/2019 4:48,NULL,"Prefer using '%s..."""
9e2db91d_be34c99d,replace,1,hard coding,mainboard specific,7,7/15/2019 17:43,NULL,This is hard coding a policy in SoC that is mainboard specific.
9e4f2a02_ca4e55b8,insert,3,NULL,parens,7,7/16/2019 18:58,NULL,x in parens
9e989e8d_be6845d8,delete,2,[0],NULL,10,7/18/2019 9:44,NULL,"[0] = "" is not needed"""
9ef631f0_f0846b3c,delete,2,enum,NULL,11,7/18/2019 3:23,NULL,"If you make this an enum, nobody has to look up what 0 / 1 means, e.g.:

    enum {
            CHIPSET_LOCKDOWN_FSP, /* lock according to binary UPD settings */
            CHIPSET_LOCKDOWN_COREBOOT, /* coreboot handles locking (note: EISS won't be set) */
    } chipset_lockdown;"
9f1f74c9_df22b8b8,replace,1,trailing statements ,next line,7,7/18/2019 8:45,NULL,trailing statements should be on next line
9f742950_729b9dc9,not_enough,0,NULL,NULL,10,7/12/2019 9:52,NULL,something below?
9fa547da_e81c1705,not_enough,0,NULL,NULL,7,7/12/2019 9:56,NULL,"Just a suggestion:

if (!status)

as 0 is apparently the error value. Same thing for heci_send() above. Those APIs could use some work, imo."
a0024278_fe6f3fa9,replace,1,else,one line,7,7/12/2019 13:02,NULL,} else { on one line
a012d984_f4cd9f88,replace,1,2015-2016,2015-2017,7,7/15/2019 18:58,NULL,2015-2017
a03d3e02_b197fe2f,insert,3,NULL,space,11,7/18/2019 7:16,NULL,Align with (
a080861b_86b62ccd,insert,3,NULL,default_irq_route.asl,10,7/18/2019 9:18,NULL,I would like to see the defines in default_irq_route.asl
a0edda09_a031651d,not_enough,0,NULL,NULL,10,7/18/2019 9:39,NULL,You should check return code.
a1014c86_2bc3d7bd,insert,3,NULL,identifier name,7,7/15/2019 18:57,NULL,function definition argument 'phandle_t' should also have an identifier name
a16ec183_1b903b1a,delete,2,newline,NULL,10,7/18/2019 8:58,NULL,The first \n isn't required any more.
a21e4a35_5815c7f9,delete,2,braces,NULL,11,7/17/2019 5:11,NULL,braces not neccessary
a3cf885c_3a02e817,delete,2,cfg->sci_irq,NULL,7,7/15/2019 19:35,NULL,"If cfg->sci_irq value is wider than the field then you are modifying things you shouldn't.

scis |= (cfg->sci_irq << SCI_IRQ_ADJUST) & SCI_IRQ_SEL;

That's what needs to be done. It just so happens that this field is in the upper 8 bits of the register, but It's not correct when it's in some other location."
a52119c4_23f227a2,delete,2,dev_slot_find(),NULL,10,7/19/2019 8:03,NULL,"These changes are going to call out dev_slot_find() twice within this funciton, fwiw."
a56b03bd_3a65e3b9,replace,1,stoneyridge/southbridge.c,stoneyridge/include/soc,7,7/15/2019 18:04,NULL,I think this file belongs in stoneyridge/include/soc instead.  I believe that should also touch the #include in gardenia/fchec.c and stoneyridge/southbridge.c as a result.
a574c1f0_381af3ca,insert,3,NULL,comment,9,7/21/2019 19:43,NULL,"What the ALIGN_DOWN() effectively does is masking out bits 19:0. Which is correct but the reason is wrong. Bit 0 is a lock bit and not part of the address, thus has to be masked out. I would accept either `& ~1` or something like `& 0xfff00000`. But talking about the MiB alignment here only hides the
fact that we have to mask bit 0 out.

A comment that we have to mask the lock bit seems useful, though."
a5ea3195_ac57084d,delete,2,INVERT,NULL,9,7/22/2019 15:39,NULL,This will be affected too.
a6c13b93_c8f145d3,insert,3,NULL,simpler,9,7/21/2019 19:48,NULL,"nit: simpler:

 gpio_set(GPIO90, state == CS_DEASSERT);"
a7a4dd98_c8a0cafc,insert,3,NULL,one more tab,11,7/18/2019 4:45,NULL,suggest to add one more tab to align in gerrit review.
a7c0652f_db9668c1,replace,1,Line,SOC_ADDR_DE,7,7/24/2019 20:48,NULL,"Line not needed, use SOC_ADDR_DEV with pci_write_config32.

You can see all devices definitions on file pci_devs.h"
a80b78ce_ad0977e9,delete,2,line break,NULL,9,7/24/2019 20:27,NULL,looks like you could remove the line break
a814a325_d15e18b3,insert,3,NULL,error message,11,7/19/2019 4:55,NULL,Can we add some error message here?
a84ba3bb_4608e0e4,replace,1,#if,__unused,7,7/18/2019 19:35,NULL,"The #if is unnecessary. To avoid unused variable warnings, you can use the __unused attribute (defined in commonlib/helpers.h) instead."
a891d171_b02c3d09,replace,1,wakeup-delay-ms,default value,11,7/17/2019 8:02,NULL,"ADAU7002 is a common chip that is used in many configurations without this delay.

So, I think it is better if !dev->chip_info is not fatal, and instead just don't populate wakeup-delay-ms, or use a default value."
a962d74d_bfbe7aaf,not_enough,0,NULL,NULL,11,7/17/2019 4:42,NULL,Not sure what this means. Recovery mode switch doesn't really have anything to do with VBNV.
a9710765_ecfb05c1,insert,3,NULL,specify a number,10,7/19/2019 9:18,NULL,"Nit, you only have to specify a number for the first value. Last
line should have a trailing comma too, so you don't have to add
that later when the list gets longer."
a988fa48_55dbf2da,not_enough,0,NULL,NULL,11,7/18/2019 4:49,NULL,...
AAAABn%2F%2F%2F4o%3D,delete,2,string,NULL,10,7/12/2019 9:18,NULL,Maybe special handling for strings? Their fields are usually longer than the string you write there.
AAAABn%2F%2F%2F4s%3D,insert,3,NULL,NULL,7,7/16/2019 19:00,NULL,Please check for (byte_bit == 0) && (length % 8 == 0) here
AAAAc3%2F%2F%2B%2BM%3D,replace,1,VESA BIOS,Kconfig,7,7/16/2019 18:26,NULL,Since there is no VESA BIOS I think the Kconfig changes need fixing and this needs to go away
AAAAc3%2F%2F%2Bug%3D,insert,3,NULL,one tab,7,7/18/2019 18:06,NULL,Just one tab? Or no one at all?
AAAAc3%2F%2F%2Bwc%3D,not_enough,0,NULL,NULL,10,7/18/2019 9:27,NULL,"status has 2 different meanings here first value from SMBUS_STATUS_REG, then an AGESA return code. That's not really that bad, but here it's easily avoidable and it even simplifies the code. Also don't overwrite *buffer if read failed:

if (status!=STATUS__COMPLETED_SUCCESSFULLY)
return AGESA_ERROR;
*buffer=__inbyte(iobase+SMBUS_DATA0_REG);
return AGESA_SUCCESS;"
AAAAc3%2F%2F%2Bwk%3D,replace,1,iobase var,SMBUS0_BASE_ADDRESS,11,7/24/2019 15:17,NULL,Use SMBUS0_BASE_ADDRESS directly and drop the iobase var?
AAAAC3%2F%2F%2F6w%3D,insert,3,NULL,chip_erase_spi(),9,7/21/2019 19:00,NULL,please use non-cameltoe function names in non-vendorcode/ coreboot code. e.g. chip_erase_spi()
AAAAc3%2F%2F%2FB8%3D,insert,3,NULL,"printk(BIOS_DEBUG, "" …)",7,7/18/2019 9:00,NULL,"Add `printk(BIOS_DEBUG, "" …)`?"
AAAAc3%2F%2F%2FMU%3D,replace,1,"""=""",|=,9,7/24/2019 20:23,NULL,"Maybe |="" instead of ""="" as you're not sure what the other bits are for? On the other hand Linux even writes without reading first."""
AAAAc3%2F%2F%2FPA%3D,insert,3,NULL,aligned,7,7/12/2019 12:56,NULL,Other variables are aligned.
AAAAc3%2F%2F%2FPM%3D,insert,3,NULL,tabs,11,7/19/2019 12:11,NULL,Use tabs in the beginning and for alignment of comments?
AAAACH%2F%2F%2FAA%3D,replace,1,cpuid value,speedboot freaks,10,7/12/2019 17:21,NULL,The speedboot freaks might appreciate if you only request that cpuid value once (the compiler can't figure that out)
AAAACH%2F%2F%2FDQ%3D,replace,1,tab after #define,style consistent,7,7/12/2019 11:08,NULL,"It looks like this line has a space character instead of a tab after #define, please make style consistent with previous defines."
AAAACH%2F%2F%2FrQ%3D,insert,3,NULL,bits,10,7/19/2019 7:02,NULL,These bits should/could have defines.
AAAACH%2F%2F%2FVA%3D,not_enough,0,NULL,NULL,10,7/19/2019 6:41,NULL,what is the correct ID?
AAAACX%2F%2F%2BuM%3D,delete,2,Whitespace,NULL,7,7/18/2019 7:57,NULL,Whitespace (+ again further down)
AAAACX%2F%2F%2FaU%3D,not_enough,0,NULL,NULL,9,7/18/2019 8:32,NULL,"Well, just the HyperTransport link control PCI capability (ID 0x08)."
AAAACX%2F%2F%2FaU%3D,delete,2,long lines,NULL,9,7/18/2019 8:32,NULL,long lines
AAAACX%2F%2F%2FhU%3D,replace,1,misnamed,guard,11,7/18/2019 2:48,NULL,guard misnamed
AAAACX%2F%2F9v0%3D,delete,2,dead code,NULL,10,7/19/2019 9:20,NULL,delete dead code.
AAAADH%2F%2F%2Bjo%3D,delete,2,debug code,NULL,9,7/24/2019 17:44,NULL,Maybe make a #define debug_stack_ move to check instead of #if 0. Otherwise just remove this debug code.
AAAADH%2F%2F%2Bjo%3D,replace,1,simplify getting the addresses,two members,9,7/24/2019 17:44,NULL,"Make stack an u8 if you want sizeof(struct apcore) to be 4096. Also, to simplify getting the addresses of info and top of stack I would suggest to reorder the two members. This would also fix the alignment misgivings Kyösti has."
AAAADH%2F%2F%2Bjo%3D,replace,1,# if CONFIG_INTEL_LYNXPOINT_LP,pch_is_lp,9,7/24/2019 17:44,NULL,Use function `pch_is_lp` instead of `# if CONFIG_INTEL_LYNXPOINT_LP`
AAAAdH%2F%2F%2BWg%3D,delete,2,Stray x,NULL,9,7/21/2019 19:05,NULL,"Stray x"" at the end of the line."""
AAAAdH%2F%2F%2F7I%3D,delete,2,_underscore_,NULL,10,7/19/2019 7:06,NULL,extra _underscore_ in displayport_config ?
AAAAdH%2F%2F%2Fnk%3D,delete,2,space Brace,NULL,11,7/24/2019 14:45,NULL,"1. No space at beginning.

2. Brace on new line."
AAAAdH%2F%2F%2Fnk%3D,replace,1,less specific,fit entries,11,7/24/2019 14:45,NULL,Be more specific. »Number of fit entries have to be (strictly) greater than 0.«
AAAAdH%2F%2F%2Fuo%3D,insert,3,NULL,exception.h,11,7/19/2019 12:10,NULL,Guess you could've included exception.h
AAAAdH%2F%2F%2FXo%3D,replace,1,multiplied by the # of banks,size the size,10,7/19/2019 7:19,NULL,This seems odd to me. Isn't the size the size? Why is it multiplied by the # of banks?
AAAAdH%2F%2F%2Fz0%3D,not_enough,0,NULL,NULL,10,7/16/2019 6:46,NULL,"When using real"" divisions"
AAAAdH%2F%2F83s%3D,delete,2,phys_to_virt,NULL,11,7/17/2019 15:48,NULL,"also, phys_to_virt?"
AAAAdH%2F%2F83s%3D,delete,2,semicolon,NULL,11,7/17/2019 15:48,NULL,Remove the ; at the end?
AAAAdH%2F%2F840%3D,not_enough,0,NULL,NULL,7,7/18/2019 19:30,NULL,shall we delete this?
AAAADH%2F%2F89s%3D,replace,1,PCI,PCIe,9,7/18/2019 11:46,NULL,"minor note about the comment - this is the PCIe slot, not PCI"
AAAAdH%2F%2F8ag%3D,insert,3,NULL,tabs,9,7/18/2019 18:44,NULL,Please use tabs for alignment.
AAAAdH%2F%2F8ak%3D,insert,3,NULL,tab,7,7/15/2019 17:59,NULL,Use a tab for aligning the comment?
AAAAdH%2F%2F8h4%3D,insert,3,NULL,line,10,7/14/2019 13:54,NULL,Add just one line.
AAAAdH%2F%2F8h8%3D,insert,3,NULL,comment,7,7/15/2019 19:43,NULL,"1. »{« up one line.

2. Add a comment why you check for that ID?"
AAAAdH%2F%2F8iA%3D,insert,3,NULL,need up here,10,7/15/2019 9:43,NULL,Why is it need up here and cannot be done further down in the switch statement?
AAAAdH%2F%2F8oE%3D,delete,2,trailing tabs,NULL,10,7/19/2019 8:01,NULL,Please get rid of the trailing tabs in here (also in the lines below)
AAAAdH%2F%2F8oE%3D,insert,3,NULL,comment,10,7/19/2019 8:01,NULL,Add a comment how GPIO 50(?) is wired up?
AAAAdH%2F%2F8zY%3D,delete,2,space,NULL,11,7/18/2019 4:32,NULL,No space is used after `printf` in this file unfortunately. So do not use one either to be consistent.
AAAADH%2F%2F91k%3D,delete,2,include <stdint.h>,NULL,11,7/15/2019 3:34,NULL,Dead code should be removed
AAAAdH%2F%2F9lc%3D,not_enough,0,NULL,NULL,11,7/24/2019 15:07,NULL,Nice!
AAAAdH%2F%2F9pw%3D,insert,3,NULL,CBFS_PREFIX,10,7/15/2019 9:51,NULL,Failure recovery with very conservative speed and size? Add CBFS_PREFIX in the file path to allow 2nd copy on coreboot updates? At this time memory region of spd.bin might not be cached.
AAAAdH%2F%2F9pw%3D,delete,2,PREFETCH,NULL,10,7/15/2019 9:51,NULL,I believe i945 would allow use of WRCOMB too for framebuffer. But there this resource is not discovered in a PCI BAR and might not have IORESOURCE_PREFETCH set. Drop PREFETCH from match?
AAAAdH%2F%2F9qo%3D,delete,2,#define might_sleep_if(cond) do { if (cond) might_sleep(); } while (0),NULL,11,7/17/2019 15:32,NULL,This might really be used?
AAAAdH%2F%2F9S4%3D,delete,2,space,NULL,7,7/12/2019 10:23,NULL,One space to much for alignment?
AAAAdH%2F%2F9UE%3D,insert,3,NULL,space,7,7/12/2019 13:28,NULL,One space.
AAAAdH%2F%2F9UE%3D,insert,3,NULL,one empty line,7,7/12/2019 13:28,NULL,Just one empty line please.
AAAAdH%2F%2F9V0%3D,replace,1,Compile error,rom_mtrr->index,9,7/22/2019 15:45,NULL,Compile error: you might want to change index to rom_mtrr->index
AAAAdH%2F%2F9Vo%3D,replace,1,amd_mtrr.c code,x86_setup_fixed_mtrrs() and the x886_setup_var_mtrrs() split,10,7/19/2019 7:52,NULL,"You mean the x86_setup_fixed_mtrrs() and the x886_setup_var_mtrrs() split? I would like that, but that amd_mtrr.c code seems to really desire that split so it can mess w/ the syscfg msr."
AAAAdH%2F%2F9Vo%3D,not_enough,0,NULL,NULL,10,7/19/2019 7:52,NULL,Why does this need to be a long?
AAAADn%2F%2F%2F10%3D,delete,2,white space,NULL,7,7/19/2019 4:37,NULL,Please clean up white space. Otherwise looks good.
